comparison_id,study_id,comparison_type,modality_1,modality_2,version_1,version_2,n_readers,reader_1_specialty,reader_1_experience_yrs,reader_2_specialty,reader_2_experience_yrs,blinding,reading_session_type,n_cysts,n_categories,categories_used,collapsing_scheme,kappa_type,weight_scheme,kappa,kappa_se,ci_lower,ci_upper,observed_agreement,gwet_ac1,gwet_ac2,icc,icc_type,krippendorff_alpha,has_raw_table,exclude,metric_note,std_modality_1,std_modality_2,std_version_1,std_version_2,reader_structure,variation_axis,dep_id,sensitivity_flags,analytic_stratum,opes_rank,opes_include,opes_basis,opes_exclude_reason,exp_mean,specialty_group,blinding_reported,study_design_cat,region
C087,Graumann_2015,inter-reader,CT,CT,2005,2005,2,['uroradiology'],20+ years (Reader A),,,Blinded from original CT reports,independent review at PACS workstation,100,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen_quadratic,quadratic,0.84,0.0179,0.78,0.85,,,,,,,1,,,CT,CT,original,original,pairwise,reader_pair,Graumann_2016_c1,overlap:graumann_group,inter-reader,29,0,,pairwise_aggregated_to_median,20.0,subspecialty,blinded,retrospective,Europe
C088,Graumann_2015,inter-reader,CT,CT,2005,2005,2,['uroradiology'],20+ years (Reader B),,,Blinded from original CT reports,independent review at PACS workstation,100,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen_quadratic,quadratic,0.97,0.0026,0.96,0.97,,,,,,,1,,,CT,CT,original,original,pairwise,reader_pair,Graumann_2016_c1,overlap:graumann_group;extreme_value,inter-reader,29,1,median_synthetic:0.9700,,20,subspecialty,blinded,retrospective,Europe
C089,Graumann_2015,inter-reader,CT,CT,2005,2005,2,['uroradiology'],20+ years (Reader B),,,Blinded from original CT reports,independent review at PACS workstation,100,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen_quadratic,quadratic,0.97,0.0026,0.96,0.97,,,,,,,1,,,CT,CT,original,original,pairwise,reader_pair,Graumann_2016_c1,overlap:graumann_group;extreme_value,inter-reader,29,0,,pairwise_aggregated_to_median,20.0,subspecialty,blinded,retrospective,Europe
C090,Graumann_2015,inter-reader,CT,CT,2005,2005,2,['uroradiology'],"4 years intensive (Reader C, senior resident)",,,Blinded from original CT reports,independent review at PACS workstation,100,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen_quadratic,quadratic,0.98,0.0026,0.98,0.99,,,,,,,1,,,CT,CT,original,original,pairwise,reader_pair,Graumann_2016_c1,overlap:graumann_group;extreme_value,inter-reader,29,0,,pairwise_aggregated_to_median,4.0,subspecialty,blinded,retrospective,Europe
C091,Graumann_2015,inter-reader,CT,CT,2005,2005,2,['uroradiology'],4 years intensive (Reader C),,,Blinded from original CT reports,independent review at PACS workstation,100,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen_quadratic,quadratic,0.98,0.0026,0.98,0.99,,,,,,,1,,,CT,CT,original,original,pairwise,reader_pair,Graumann_2016_c1,overlap:graumann_group;extreme_value,inter-reader,29,0,,pairwise_aggregated_to_median,4.0,subspecialty,blinded,retrospective,Europe
C092,Graumann_2015,intra-reader,CT,CT,2005,2005,1,['uroradiology'],20+ years,,,Blinded from original CT reports; 10 noise cases added,independent review at PACS workstation,100,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen_quadratic,quadratic,0.99,0.0026,0.98,0.99,,,,,,,1,,,CT,CT,original,original,single,reader_pair,Graumann_2016_c1,overlap:graumann_group;extreme_value,intra-reader,4,1,single_direct,,20,subspecialty,blinded,retrospective,Europe
C093,Graumann_2015,intra-reader,CT,CT,2005,2005,1,['uroradiology'],20+ years,,,Blinded from original CT reports; 10 noise cases added,independent review at PACS workstation,100,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen_quadratic,quadratic,0.99,,0.89,0.99,,,,,,,1,,,CT,CT,original,original,single,reader_pair,Graumann_2016_c1,overlap:graumann_group;extreme_value,intra-reader,4,0,,duplicate_within_study,20.0,subspecialty,blinded,retrospective,Europe
C094,Graumann_2015,intra-reader,CT,CT,2005,2005,1,['uroradiology'],4 years intensive,,,Blinded from original CT reports; 10 noise cases added,independent review at PACS workstation,100,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen_quadratic,quadratic,0.99,0,0.99,0.99,,,,,,,1,,,CT,CT,original,original,single,reader_pair,Graumann_2016_c1,overlap:graumann_group;extreme_value,intra-reader,4,0,,duplicate_within_study,4.0,subspecialty,blinded,retrospective,Europe
C095,Graumann_2016,inter-modality,CEUS,CT,2005,2005,3,['radiology'],"5 years (CEUS reader OG); CT consensus by 3 readers (25, 20, 5 years)",,,CEUS reader blinded from CT results,independent modality evaluation,43,4,"['II', 'IIF', 'III', 'IV']",,Cohen_weighted,weighted_unspecified,0.86,0.023,0.83,0.92,0.79,,,,,,0,,cohen_multi_reader;weight_not_specified,CEUS,CT,unspecified,original,single,modality;n_cysts,Graumann_2015_c1,cohen_multi_reader;overlap:graumann_group;weight_not_specified,inter-modality,7.57,0,,lower_modality_priority,10.0,general,blinded,prospective,Europe
C096,Graumann_2016,inter-modality,MRI,CT,2005,2005,3,['radiology'],20 years (MRI reader SSO); CT consensus by 3 readers,,,MRI reader blinded from CT results,independent modality evaluation,41,4,"['II', 'IIF', 'III', 'IV']",,Cohen_weighted,weighted_unspecified,0.91,0.0204,0.85,0.93,0.78,,,,,,0,,cohen_multi_reader;weight_not_specified,MRI,CT,original,original,single,modality;n_cysts,Graumann_2015_c2,cohen_multi_reader;overlap:graumann_group;weight_not_specified,inter-modality,7.59,1,single_direct,,20,general,blinded,prospective,Europe
C097,Guo_2024,inter-reader,MRI,MRI,2019,2019,2,['radiology'],3 to 16 years,,,Blinded to clinical and pathological information,independent review of anonymized DICOM data,113,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen_weighted,weighted_unspecified,0.77,0.0408,0.69,0.85,,,,,,,0,,weight_not_specified,MRI,MRI,v2019,v2019,single_pair,none,Guo_2024_c1,weight_not_specified,inter-reader,9.87,1,sole_estimate,,9.5,general,blinded,retrospective,Asia
C110,He_2025,inter-modality,CEUS,CECT,,,2,,,,,,,58,4,,,Cohen,unspecified,0.487,,,,,,,,,,0,,,CEUS,CT,v2019,v2019,single,none,He_2025_c1,overlap:he_group;no_ci,inter-modality,5.42,1,sole_estimate,,,,unclear,retrospective,Asia
C111,He_2026,inter-modality,US,CT/MRI,2019 (US-adapted),2019,5,"['ultrasound', 'radiology']",US consensus by 2 high-level readers (>=8y); CT/MRI by blinded radiologist (10y),,,CT/MRI radiologist blinded to US results and pathology,independent modality evaluation,297,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen_weighted,linear,0.75,0.0255,0.7,0.8,0.684,,,,,,1,,,US,CT_MRI,modified,v2019,single,none,He_2026_c1,overlap:he_group,inter-modality,2.03,1,sole_estimate,,,mixed,blinded,retrospective,Asia
C112,He_2026,inter-reader,US,US,2019 (US-adapted),2019 (US-adapted),2,['ultrasound'],<=2 years (low-level),,,Blinded to imaging results and pathological findings,independent review of standardized static images,603,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen_weighted,linear,0.77,0.0153,0.74,0.8,,,,,,,1,,,US,US,modified,modified,pairwise,reader_pair,He_2026_c2,overlap:he_group,inter-reader,25,1,median_synthetic:0.8250,,2.0,non_radiology,blinded,retrospective,Asia
C113,He_2026,inter-reader,US,US,2019 (US-adapted),2019 (US-adapted),2,['ultrasound'],<=2 years (low-level),,,Blinded to imaging results and pathological findings,independent review of standardized static images,603,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen_weighted,linear,0.75,0.0179,0.71,0.78,,,,,,,1,,,US,US,modified,modified,pairwise,reader_pair,He_2026_c2,overlap:he_group,inter-reader,25,0,,pairwise_aggregated_to_median,2.0,non_radiology,blinded,retrospective,Asia
C114,He_2026,inter-reader,US,US,2019 (US-adapted),2019 (US-adapted),2,['ultrasound'],>=8 years (high-level),,,Blinded to imaging results and pathological findings,independent review of standardized static images,603,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen_weighted,linear,0.89,0.0102,0.87,0.91,,,,,,,1,,,US,US,modified,modified,pairwise,reader_pair,He_2026_c2,overlap:he_group,inter-reader,25,0,,pairwise_aggregated_to_median,8.0,non_radiology,blinded,retrospective,Asia
C115,He_2026,inter-reader,US,US,2019 (US-adapted),2019 (US-adapted),2,['ultrasound'],>=8 years (high-level),,,Blinded to imaging results and pathological findings,independent review of standardized static images,603,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen_weighted,linear,0.89,0.0102,0.87,0.91,,,,,,,1,,,US,US,modified,modified,pairwise,reader_pair,He_2026_c2,overlap:he_group,inter-reader,25,0,,pairwise_aggregated_to_median,8.0,non_radiology,blinded,retrospective,Asia
C116,He_2026,inter-reader,US,US,2019 (US-adapted),2019 (US-adapted),2,['ultrasound'],<=2 years,,,Blinded,independent review,603,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen_weighted,linear,0.66,0.0204,0.62,0.7,,,,,,,1,,,US,US,modified,modified,pairwise,reader_pair,He_2026_c2,overlap:he_group,inter-reader,25,0,,pairwise_aggregated_to_median,2.0,non_radiology,blinded,retrospective,Asia
C117,He_2026,inter-reader,US,US,2019 (US-adapted),2019 (US-adapted),2,['ultrasound'],>=8 years,,,Blinded,independent review,603,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen_weighted,linear,0.88,0.0102,0.86,0.9,,,,,,,1,,,US,US,modified,modified,pairwise,reader_pair,He_2026_c2,overlap:he_group,inter-reader,25,0,,pairwise_aggregated_to_median,8.0,non_radiology,blinded,retrospective,Asia
C119,Herms_2023,inter-modality,CEUS,CT/MRI,EFSUMB 2020,not specified,1,['radiology (kidney-experienced)'],kidney-experienced radiologist,,,CT/MRI evaluated by a blinded kidney-experienced radiologist,independent modality evaluation,52,3,"['IIF', 'III', 'IV']","CT/MRI uses I/II combined, plus IIF, III, IV",Cohen,unspecified,0.28,,,,0.577,,,,,,0,,,CEUS,CT_MRI,EFSUMB,unspecified,single,none,Herms_2023_c1,no_ci,inter-modality,4.48,1,sole_estimate,,,general,blinded,retrospective,Europe
C120,Israel_2004,inter-modality,CT,MRI,2005 (with IIF),2005 (with IIF),2,['radiology'],8 and 25 years,,,"Not blinded (CT reviewed first, then MRI immediately after)",consensus reading,69,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen_unweighted,unweighted,0.871,,,,0.8986,,,,,,1,,derived_from_table,CT,MRI,original,original,single,none,Israel_2004_c1,derived_from_table;no_ci,inter-modality,5.31,1,sole_estimate,,16.5,general,unblinded,retrospective,North_America
C121,Jin_2024,inter-reader,CEUS,CEUS,EFSUMB 2020,EFSUMB 2020,6,['ultrasound (abdominal)'],3 experts (>5y) and 3 novices (<2y),,,Blinded to histopathologic findings and other raters' assessments,independent review after 1h training,103,5,"['I', 'II', 'IIF', 'III', 'IV']",,Gwet_AC,not_applicable,,,,,,,,,,,0,split_parent,,,,NA,NA,,,,,,,,,,3.0,subspecialty,blinded,retrospective,Asia
C122,Jin_2024,inter-reader,CEUS,CEUS,EFSUMB 2020,EFSUMB 2020,3,['ultrasound (abdominal)'],>5 years,,,Blinded,independent review,103,5,"['I', 'II', 'IIF', 'III', 'IV']",,Gwet_AC,not_applicable,,,,,,,,,,,0,split_parent,,,,NA,NA,,,,,,,,,,5.0,subspecialty,blinded,retrospective,Asia
C123,Jin_2024,inter-reader,CEUS,CEUS,EFSUMB 2020,EFSUMB 2020,3,['ultrasound (abdominal)'],<2 years,,,Blinded,independent review,103,5,"['I', 'II', 'IIF', 'III', 'IV']",,Gwet_AC,not_applicable,,,,,,,,,,,0,split_parent,,,,NA,NA,,,,,,,,,,2.0,subspecialty,blinded,retrospective,Asia
C124,Jin_2024,intra-reader,CEUS,CEUS,EFSUMB 2020,EFSUMB 2020,6,['ultrasound (abdominal)'],3 experts (>5y) and 3 novices (<2y),,,Blinded; randomized patient order,two sessions with 1-month interval,103,5,"['I', 'II', 'IIF', 'III', 'IV']",,Gwet_AC,not_applicable,,,,,,,,,,,0,split_parent,,,,NA,NA,,,,,,,,,,3.0,subspecialty,blinded,retrospective,Asia
C129,Járay_2023,inter-modality,MV-flow (microvascular flow imaging),CEUS,,,1,,,,,,,28,5,,excluding Bosniak 2F,Fleiss,weighted_unspecified,0.806,,,,,,,,,,0,weighted_duplicate_of_C339,weight_not_specified,MV_flow,CEUS,unspecified,unspecified,single,modality;version;n_categories;n_cysts;weight,Járay_2023_c1,weight_not_specified;no_ci,inter-modality,5.08,0,,lower_priority,,,unclear,retrospective,Europe
C130,Járay_2023,inter-modality,MV-flow,Color Doppler,,,1,,,,,,,13,5,,,Fleiss,weighted_unspecified,0.77,,,,,,,,,,0,,weight_not_specified,MV_flow,US,unspecified,unspecified,single,modality;version;n_categories;n_cysts;weight,Járay_2023_c1,weight_not_specified;no_ci,technical-comparison,5.08,0,,lower_priority,,,unclear,retrospective,Europe
C131,Járay_2023,inter-modality,Color Doppler,CEUS,,,1,,,,,,,13,5,,,Fleiss,weighted_unspecified,0.133,,,,,,,,,,0,,weight_not_specified,US,CEUS,unspecified,unspecified,single,modality;version;n_categories;n_cysts;weight,Járay_2023_c1,weight_not_specified;no_ci,technical-comparison,5.08,0,,lower_priority,,,unclear,retrospective,Europe
C134,Kang_2022,inter-reader,MRI (without subtraction),,2019,,2,['radiology'],,,,,independent,187,3,"['II', 'IIF', 'III']",,Cohen,weighted_unspecified,0.6,0.0383,0.53,0.68,,,,,,,0,,weight_not_specified,MRI,,v2019,v2019,pairwise,reader_pair,Kang_2022_c1,weight_not_specified,inter-reader,29.13,1,standard_acquisition,,,general,unclear,retrospective,Asia
C135,Kang_2022,inter-reader,MRI (with subtraction),,2019,,2,['radiology'],,,,,independent,187,3,"['II', 'IIF', 'III']",,Cohen,weighted_unspecified,0.73,0.0357,0.66,0.8,,,,,,,0,,weight_not_specified,MRI,,v2019,v2019,pairwise,reader_pair,Kang_2022_c1,weight_not_specified,inter-reader,29.13,0,,alternative_acquisition_within_study,,general,unclear,retrospective,Asia
C136,Kang_2024,inter-reader,MRI,,2019,,2,['abdominal/genitourinary radiology'],23 years genitourinary radiology,,33 years genitourinary radiology,blinded to pathological results and original imaging reports,independent then consensus,48,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen,weighted_unspecified,0.637,,,,,,,,,,0,,weight_not_specified,MRI,,v2019,v2019,single_pair,none,Kang_2024_c1,weight_not_specified;no_ci,inter-reader,10.52,1,sole_estimate,,28.0,subspecialty,blinded,retrospective,Asia
C137,Kang_2025,inter-reader,MRI (without subtraction),,2019,,6,['abdominal radiology'],"10, 14, 15, 3, 3, 5 years",,,blinded to clinical information and pathological results,"independent, re-randomized between sessions",141,4,"['II', 'IIF', 'III', 'IV']",,Fleiss,weighted_unspecified,0.46,0.0357,0.39,0.53,,,,,,,0,,weight_not_specified,MRI,,v2019,v2019,pooled,n_readers,Kang_2025_c1,weight_not_specified,inter-reader,-0.41,1,pooled_direct,,8.33,subspecialty,blinded,retrospective,Asia
C138,Kang_2025,inter-reader,MRI (with subtraction),,2019,,6,['abdominal radiology'],"10, 14, 15, 3, 3, 5 years",,,blinded to clinical information and pathological results,"independent, re-randomized between sessions",141,4,"['II', 'IIF', 'III', 'IV']",,Fleiss,weighted_unspecified,0.62,0.0306,0.56,0.68,,,,,,,0,,weight_not_specified,MRI,,v2019,v2019,pooled,n_readers,Kang_2025_c1,weight_not_specified,technical-comparison,-0.41,0,,duplicate_within_study,8.33,subspecialty,blinded,retrospective,Asia
C139,Kang_2025,inter-reader,MRI (without subtraction),,2019,,3,['abdominal radiology'],"10, 14, 15 years",,,blinded to clinical information and pathological results,independent,141,4,"['II', 'IIF', 'III', 'IV']",,Fleiss,weighted_unspecified,0.52,0.0434,0.44,0.61,,,,,,,0,,weight_not_specified,MRI,,v2019,v2019,subgroup,n_readers,Kang_2025_c1,weight_not_specified,inter-reader,19.59,0,,less_preferred_structure:subgroup;lower_priority,13.0,subspecialty,blinded,retrospective,Asia
C140,Kang_2025,inter-reader,MRI (with subtraction),,2019,,3,['abdominal radiology'],"10, 14, 15 years",,,blinded to clinical information and pathological results,independent,141,4,"['II', 'IIF', 'III', 'IV']",,Fleiss,weighted_unspecified,0.61,0.0332,0.54,0.67,,,,,,,0,,weight_not_specified,MRI,,v2019,v2019,subgroup,n_readers,Kang_2025_c1,weight_not_specified,inter-reader,19.59,0,,less_preferred_structure:subgroup;lower_priority,13.0,subspecialty,blinded,retrospective,Asia
C141,Kang_2025,inter-reader,MRI (without subtraction),,2019,,3,['abdominal radiology'],"3, 3, 5 years",,,blinded to clinical information and pathological results,independent,141,4,"['II', 'IIF', 'III', 'IV']",,Fleiss,weighted_unspecified,0.42,0.0408,0.34,0.5,,,,,,,0,,weight_not_specified,MRI,,v2019,v2019,subgroup,n_readers,Kang_2025_c1,weight_not_specified,inter-reader,19.59,0,,less_preferred_structure:subgroup;lower_priority,3.67,subspecialty,blinded,retrospective,Asia
C142,Kang_2025,inter-reader,MRI (with subtraction),,2019,,3,['abdominal radiology'],"3, 3, 5 years",,,blinded to clinical information and pathological results,independent,141,4,"['II', 'IIF', 'III', 'IV']",,Fleiss,weighted_unspecified,0.63,0.0383,0.56,0.71,,,,,,,0,,weight_not_specified,MRI,,v2019,v2019,subgroup,n_readers,Kang_2025_c1,weight_not_specified,inter-reader,19.59,0,,less_preferred_structure:subgroup;lower_priority,3.67,subspecialty,blinded,retrospective,Asia
C143,Karmazyn_2015,inter-reader,US,,modified Bosniak for US (pediatric),,2,['fellowship-trained pediatric radiology'],,,,blinded to clinical information,independent,212,4,"['I', 'II', 'III', 'IV']",,Cohen,unspecified,0.48,,,,0.83,,,,,,0,,weight_not_specified,US,,modified,modified,single_pair,n_categories;weight,Karmazyn_2015_c1,weight_not_specified;no_ci,inter-reader,8.88,1,single_pair_direct,,,mixed,blinded,retrospective,North_America
C144,Karmazyn_2015,inter-reader,US,,modified Bosniak for US (pediatric),,2,['fellowship-trained pediatric radiology'],,,,blinded to clinical information,independent,212,2,"['simple (I-II)', 'complex (III-IV)']",I+II vs III+IV,Cohen_unweighted,unweighted,0.65,,,,0.98,,,,,,0,supplementary_collapsed,,US,,modified,modified,single_pair,n_categories;weight,Karmazyn_2015_c1,no_ci,inter-reader,7.88,0,,dichotomized_lower_information,,mixed,blinded,retrospective,North_America
C145,Kim_2010,inter-reader,CT (MDCT),,2005,,2,['genitourinary radiology'],15 years,,25 years,blinded to pathologic diagnosis; knew which kidney was removed,independent,125,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen_linear,linear,0.696,,,,0.608,,,,,,1,,,CT,,original,original,single_pair,n_categories;weight,Kim_2010_c1,no_ci,inter-reader,8.75,1,single_pair_direct,,20.0,subspecialty,blinded,retrospective,Asia
C146,Kim_2010,inter-reader,CT (MDCT),,2005,,2,['genitourinary radiology'],15 years,,25 years,blinded to pathologic diagnosis,independent,125,2,"['benign (score 1-3)', 'malignant (score 4-5)']",probability score >=4 = malignant,Cohen_unweighted,unweighted,0.725,0.0623,0.589,0.833,,,,,,,1,not_bosniak_category_agreement,,CT,,original,original,single_pair,n_categories;weight,Kim_2010_c1,,inter-reader,8.75,0,,dichotomized_lower_information,20.0,subspecialty,blinded,retrospective,Asia
C150,Lerchbaumer_2020,inter-modality,CEUS,ceCT,Original,Original,3,"['Radiology (CEUS expert EFSUMB level 3)', 'Radiology (senior board-certified, >5 yr experience)']",">5 years (CT readers), >10 years (CEUS examiners)",,,CT radiologists blinded to CEUS results,Independent clinical reading,87,5,"['I', 'II', 'IIF', 'III', 'IV']",,ICC,not_applicable,,0.0357,0.74,0.88,0.736,,,0.824,Intraclass correlation coefficient,,0,,,CEUS,CT,unspecified,original,single,n_cysts,Lerchbaumer_2020_c1,,inter-modality,4.13,1,single_direct,,,subspecialty,blinded,retrospective,Europe
C151,Lerchbaumer_2020,inter-modality,CEUS,ceCT,Original,Original,1,['Radiology'],>5 years,,,CT readers blinded to CEUS,Independent clinical reading,87,5,"['I', 'II', 'IIF', 'III', 'IV']",Per-category ICC,ICC,not_applicable,,,,,,,,,ICC,,0,duplicate,,,,NA,NA,,,,,,,,,,5.0,general,blinded,retrospective,Europe
C152,Lerchbaumer_2020,inter-modality,CEUS,ceMRI,Original,Original,3,['Radiology'],">5 years (MRI readers), >10 years (CEUS examiners)",,,MRI radiologists blinded to CEUS results,Independent clinical reading,86,5,"['I', 'II', 'IIF', 'III', 'IV']",,ICC,not_applicable,,0.0638,0.51,0.76,0.558,,,0.651,Intraclass correlation coefficient,,1,,,CEUS,MRI,unspecified,original,single,n_cysts,Lerchbaumer_2020_c2,,inter-modality,4.14,0,,lower_priority,7.5,general,blinded,retrospective,Europe
C153,Lerchbaumer_2020,inter-modality,CEUS,ceMRI,Original,Original,1,['Radiology'],>5 years,,,MRI readers blinded to CEUS,Independent clinical reading,86,5,"['I', 'II', 'IIF', 'III', 'IV']",Per-category ICC,ICC,not_applicable,,,,,,,,,ICC,,0,duplicate,,,,NA,NA,,,,,,,,,,5.0,general,blinded,retrospective,Europe
C154,Lucocq_2020,inter-modality,CT,MRI,Not specified,Not specified,1,,,,,,,32,5,,,Cohen_weighted,weighted_unspecified,0.747,,,,,,,,,,0,,weight_not_specified,CT,MRI,unspecified,unspecified,single,none,Lucocq_2020_c1,no_ci;weight_not_specified,inter-modality,5.68,1,sole_estimate,,,,unclear,retrospective,Europe
C155,Lucocq_2021,inter-reader,CT/MRI,CT/MRI,Original,Original,2,"['General radiologist (initial report)', 'Specialist uroradiologist (MDT re-read)']",Not specified for initial readers; specialist uroradiologist for re-read,,,Not reported,Clinical initial report vs MDT re-read,257,5,"['II', 'IIF', 'III', 'IV']",,Cohen_linear,linear,0.65,0.0383,0.58,0.73,0.697,,,,,,1,,,CT_MRI,CT_MRI,original,original,single_pair,weight,Lucocq_2021_c1,overlap:lucocq_group,inter-reader,7.43,1,single_pair_direct,,,subspecialty,unclear,retrospective,Europe
C156,Lucocq_2021,inter-reader,CT/MRI,CT/MRI,Original,Original,2,"['General radiologist', 'Specialist uroradiologist']",Not specified,,,Not reported,Clinical initial report vs MDT re-read,257,5,"['II', 'IIF', 'III', 'IV']",,Cohen_quadratic,quadratic,0.73,0.0944,0.54,0.91,0.697,,,,,,1,,,CT_MRI,CT_MRI,original,original,single_pair,weight,Lucocq_2021_c1,overlap:lucocq_group,inter-reader,7.43,0,,duplicate_within_study,,subspecialty,unclear,retrospective,Europe
C157,Lucocq_2024,inter-reader,CT,CT,v2005,v2005,2,"['Uroradiologist (>5 years experience)', 'Uroradiologist (<5 years experience)']",>5 years uroradiology,,<5 years uroradiology,Blinded to results of other version classification,"Retrospective re-read, at least 1-month separation between v2005 and v2019 sessions",61,5,"['IIF', 'III', 'IV']",,Cohen_linear,linear,0.7,,,,,,,,,,1,,,CT,CT,original,original,single_pair,version,Lucocq_2024_c1,overlap:lucocq_group;no_ci,inter-reader,9.39,,,lower_priority_version_within_study,5.0,subspecialty,blinded,retrospective,Europe
C158,Lucocq_2024,inter-reader,CT,CT,v2019,v2019,2,"['Uroradiologist (>5 years experience)', 'Uroradiologist (<5 years experience)']",>5 years uroradiology,,<5 years uroradiology,Blinded to results of v2005 classification,"Retrospective re-read, at least 1-month separation",61,5,"['II', 'IIF', 'III', 'IV']",,Cohen_linear,linear,0.43,,,,,,,,,,1,,,CT,CT,v2019,v2019,single_pair,version,Lucocq_2024_c1,overlap:lucocq_group;no_ci,inter-reader,9.39,1,single_pair_direct,,5.0,subspecialty,blinded,retrospective,Europe
C159,Lucocq_2024,inter-version,CT,CT,v2005,v2019,1,['Uroradiologist (>5 years)'],>5 years uroradiology,,,Blinded between sessions (>=1 month apart),"Same reader, different sessions",61,4,"['II', 'IIF', 'III', 'IV']",,Cohen_linear,linear,0.48,,,,,,,,,,1,,,CT,CT,original,v2019,single,none,Lucocq_2024_c1,overlap:lucocq_group;no_ci,inter-version,4.39,1,sole_estimate,,5.0,subspecialty,blinded,retrospective,Europe
C160,McGrath_2022,inter-reader,DECT,DECT,Not specified,Not specified,,,,,,,,24,2,,,Kappa (type not specified),unspecified,,,,,,,,,,,0,not_bosniak_category,,,,NA,NA,,,,,,,,,,,,unclear,retrospective,North_America
C161,McGrath_2022,inter-reader,MRI,MRI,Not specified,Not specified,,,,,,,,24,2,,,Kappa (type not specified),unspecified,,,,,,,,,,,0,not_bosniak_category,,,,NA,NA,,,,,,,,,,,,unclear,retrospective,North_America
C162,Moreira_2013,inter-modality,CEUS,CT/MRI,Adapted for CEUS,Original,,,,,,,,18,,,,,,,,,,0.667,,,,,,0,no_stat,,,,NA,NA,,,,,,,,,,,,unclear,,
C163,Mu_2019,inter-modality,SMI,CEUS,Original,Original,2,['Sonologist/radiologist'],>=9 years in abdominal disease diagnosis,,,Blinded to each other's and pathological diagnosis,Prospective independent reading,49,3,"['IIF', 'III', 'IV']",IIF-IV only (complex cysts),Cohen_unweighted,unweighted,0.866,,,,,,,,,,1,,,SMI,CEUS,unspecified,unspecified,single,modality,Mu_2019_c1,no_ci,technical-comparison,4.51,0,single_direct,reclassified_technical_comparison,9.0,mixed,blinded,retrospective,Asia
C164,Mu_2019,inter-modality,CDFI,CEUS,Original,Original,2,['Sonologist/radiologist'],>=9 years,,,Blinded,Prospective independent reading,49,3,"['IIF', 'III', 'IV']",IIF-IV only,Cohen_unweighted,unweighted,0.574,,,,,,,,,,1,,,US,CEUS,unspecified,unspecified,single,modality,Mu_2019_c1,no_ci,technical-comparison,4.51,0,,duplicate_within_study,9.0,mixed,blinded,retrospective,Asia
C165,Mu_2019,inter-modality,CDFI,SMI,Original,Original,2,['Sonologist/radiologist'],>=9 years,,,Blinded,Prospective independent reading,55,5,"['I', 'II', 'IIF', 'III', 'IV']",,,,,,,,,,,,,,0,no_stat,,,,NA,NA,,,,,,,,,,9.0,mixed,blinded,retrospective,Asia
C166,Münch_2024,inter-reader,CEUS,CEUS,EFSUMB 2020,EFSUMB 2020,6,"['Radiology/Nephrology (2 experts, 2 intermediate, 2 beginners)']","Experts: >5 yr CEUS + research/teaching; Intermediate: >1 yr US, <30 CEUS exams; Beginners: 3 months basic US, no CEUS",,,Blinded to patient information and ultrasound reports,Retrospective re-read from stored cine-loops,84,5,"['I', 'II', 'IIF', 'III', 'IV']",,Cohen_weighted,quadratic,,,,,,,,,,,1,split_parent,,,,NA,NA,,,,,,,,,,30.0,mixed,blinded,retrospective,Europe
C167,Münch_2024,intra-reader,CEUS,CEUS,EFSUMB 2020,EFSUMB 2020,6,"['Radiology/Nephrology (2 experts, 2 intermediate, 2 beginners)']",Same as above,,,"Blinded, randomized order for repeat rating","Retrospective re-read, double rating",84,5,"['I', 'II', 'IIF', 'III', 'IV']",,quadratic_weighted_Cohen,quadratic,,,,,,,,,,,1,split_parent,,,,NA,NA,,,,,,,,,,,mixed,blinded,retrospective,Europe
C168,Münch_2024,inter-reader,CEUS,CEUS,EFSUMB 2020,EFSUMB 2020,2,['Radiology/Nephrology'],Beginners / Intermediate / Experts,,,Blinded,Retrospective re-read,84,5,"['I', 'II', 'IIF', 'III', 'IV']",,quadratic_weighted_Cohen,quadratic,,,,,,,,,,,1,split_parent,,,,NA,NA,,,,,,,,,,,mixed,blinded,retrospective,Europe
